
 System Test Results

	Test Arguments		Expected Results		Success	
	{"EOOOOOOOEOOOEOEEEOEOEOEOEEEOEEOOEOEOEEEOO", "OEEEEEEEOEEEOEOOOEOEOEOEOOOEOOEEOEOEOOOEE", "OEEEEEEEOEEEOEOOOEOEOEOEOOOEOOEEOEOEOOOEE", "OEEEEEEEOEEEOEOOOEOEOEOEOOOEOOEEOEOEOOOEE", "OEEEEEEEOEEEOEOOOEOEOEOEOOOEOOEEOEOEOOOEE", "OEEEEEEEOEEEOEOOOEOEOEOEOOOEOOEEOEOEOOOEE", "OEEEEEEEOEEEOEOOOEOEOEOEOOOEOOEEOEOEOOOEE", "OEEEEEEEOEEEOEOOOEOEOEOEOOOEOOEEOEOEOOOEE", "EOOOOOOOEOOOEOEEEOEOEOEOEEEOEEOOEOEOEEEOO", "OEEEEEEEOEEEOEOOOEOEOEOEOOOEOOEEOEOEOOOEE", "OEEEEEEEOEEEOEOOOEOEOEOEOOOEOOEEOEOEOOOEE", "OEEEEEEEOEEEOEOOOEOEOEOEOOOEOOEEOEOEOOOEE", "EOOOOOOOEOOOEOEEEOEOEOEOEEEOEEOOEOEOEEEOO", "OEEEEEEEOEEEOEOOOEOEOEOEOOOEOOEEOEOEOOOEE", "EOOOOOOOEOOOEOEEEOEOEOEOEEEOEEOOEOEOEEEOO", "EOOOOOOOEOOOEOEEEOEOEOEOEEEOEEOOEOEOEEEOO", "EOOOOOOOEOOOEOEEEOEOEOEOEEEOEEOOEOEOEEEOO", "OEEEEEEEOEEEOEOOOEOEOEOEOOOEOOEEOEOEOOOEE", "EOOOOOOOEOOOEOEEEOEOEOEOEEEOEEOOEOEOEEEOO", "OEEEEEEEOEEEOEOOOEOEOEOEOOOEOOEEOEOEOOOEE", "EOOOOOOOEOOOEOEEEOEOEOEOEEEOEEOOEOEOEEEOO", "OEEEEEEEOEEEOEOOOEOEOEOEOOOEOOEEOEOEOOOEE", "EOOOOOOOEOOOEOEEEOEOEOEOEEEOEEOOEOEOEEEOO", "OEEEEEEEOEEEOEOOOEOEOEOEOOOEOOEEOEOEOOOEE", "EOOOOOOOEOOOEOEEEOEOEOEOEEEOEEOOEOEOEEEOO", "EOOOOOOOEOOOEOEEEOEOEOEOEEEOEEOOEOEOEEEOO", "EOOOOOOOEOOOEOEEEOEOEOEOEEEOEEOOEOEOEEEOO", "OEEEEEEEOEEEOEOOOEOEOEOEOOOEOOEEOEOEOOOEE", "EOOOOOOOEOOOEOEEEOEOEOEOEEEOEEOOEOEOEEEOO", "EOOOOOOOEOOOEOEEEOEOEOEOEEEOEEOOEOEOEEEOO", "OEEEEEEEOEEEOEOOOEOEOEOEOOOEOOEEOEOEOOOEE", "OEEEEEEEOEEEOEOOOEOEOEOEOOOEOOEEOEOEOOOEE", "EOOOOOOOEOOOEOEEEOEOEOEOEEEOEEOOEOEOEEEOO", "OEEEEEEEOEEEOEOOOEOEOEOEOOOEOOEEOEOEOOOEE", "EOOOOOOOEOOOEOEEEOEOEOEOEEEOEEOOEOEOEEEOO", "OEEEEEEEOEEEOEOOOEOEOEOEOOOEOOEEOEOEOOOEE", "EOOOOOOOEOOOEOEEEOEOEOEOEEEOEEOOEOEOEEEOO", "EOOOOOOOEOOOEOEEEOEOEOEOEEEOEEOOEOEOEEEOO", "EOOOOOOOEOOOEOEEEOEOEOEOEEEOEEOOEOEOEEEOO", "OEEEEEEEOEEEOEOOOEOEOEOEOOOEOOEEOEOEOOOEE", "OEEEEEEEOEEEOEOOOEOEOEOEOOOEOOEEOEOEOOOEE"}		{0, 1, 0, 2, 0, 3, 0, 4, 0, 5, 0, 6, 0, 7, 0, 9, 0, 10, 0, 11, 0, 13, 0, 17, 0, 19, 0, 21, 0, 23, 0, 27, 0, 30, 0, 31, 0, 33, 0, 35, 0, 39, 0, 40, 8, 1, 12, 1, 14, 1, 15, 1, 16, 1, 18, 1, 20, 1, 22, 1, 24, 1, 25, 1, 26, 1, 28, 1, 29, 1, 32, 1, 34, 1, 36, 1, 37, 1, 38, 1}		Passed	


	{"EOOEEEOEEEOEE", "OEEOOOEOOOEOO", "OEEOOOEOOOEOO", "EOOEEEOEEEOEE", "EOOEEEOEEEOEE", "EOOEEEOEEEOEE", "OEEOOOEOOOEOO", "EOOEEEOEEEOEE", "EOOEEEOEEEOEE", "EOOEEEOEEEOEE", "OEEOOOEOOOEOO", "EOOEEEOEEEOEE", "EOOEEEOEEEOEE"}		{0, 1, 0, 2, 0, 6, 0, 10, 3, 1, 4, 1, 5, 1, 7, 1, 8, 1, 9, 1, 11, 1, 12, 1}		Passed	


	{"EEEOEEOEEOOEEEOEOOEOEOEEEEEOOOOEOOOOOOOOE", "EEEOEEOEEOOEEEOEOOEOEOEEEEEOOOOEOOOOOOOOE", "EEEOEEOEEOOEEEOEOOEOEOEEEEEOOOOEOOOOOOOOE", "OOOEOOEOOEEOOOEOEEOEOEOOOOOEEEEOEEEEEEEEO", "EEEOEEOEEOOEEEOEOOEOEOEEEEEOOOOEOOOOOOOOE", "EEEOEEOEEOOEEEOEOOEOEOEEEEEOOOOEOOOOOOOOE", "OOOEOOEOOEEOOOEOEEOEOEOOOOOEEEEOEEEEEEEEO", "EEEOEEOEEOOEEEOEOOEOEOEEEEEOOOOEOOOOOOOOE", "EEEOEEOEEOOEEEOEOOEOEOEEEEEOOOOEOOOOOOOOE", "OOOEOOEOOEEOOOEOEEOEOEOOOOOEEEEOEEEEEEEEO", "OOOEOOEOOEEOOOEOEEOEOEOOOOOEEEEOEEEEEEEEO", "EEEOEEOEEOOEEEOEOOEOEOEEEEEOOOOEOOOOOOOOE", "EEEOEEOEEOOEEEOEOOEOEOEEEEEOOOOEOOOOOOOOE", "EEEOEEOEEOOEEEOEOOEOEOEEEEEOOOOEOOOOOOOOE", "OOOEOOEOOEEOOOEOEEOEOEOOOOOEEEEOEEEEEEEEO", "EEEOEEOEEOOEEEOEOOEOEOEEEEEOOOOEOOOOOOOOE", "OOOEOOEOOEEOOOEOEEOEOEOOOOOEEEEOEEEEEEEEO", "OOOEOOEOOEEOOOEOEEOEOEOOOOOEEEEOEEEEEEEEO", "EEEOEEOEEOOEEEOEOOEOEOEEEEEOOOOEOOOOOOOOE", "OOOEOOEOOEEOOOEOEEOEOEOOOOOEEEEOEEEEEEEEO", "EEEOEEOEEOOEEEOEOOEOEOEEEEEOOOOEOOOOOOOOE", "OOOEOOEOOEEOOOEOEEOEOEOOOOOEEEEOEEEEEEEEO", "EEEOEEOEEOOEEEOEOOEOEOEEEEEOOOOEOOOOOOOOE", "EEEOEEOEEOOEEEOEOOEOEOEEEEEOOOOEOOOOOOOOE", "EEEOEEOEEOOEEEOEOOEOEOEEEEEOOOOEOOOOOOOOE", "EEEOEEOEEOOEEEOEOOEOEOEEEEEOOOOEOOOOOOOOE", "EEEOEEOEEOOEEEOEOOEOEOEEEEEOOOOEOOOOOOOOE", "OOOEOOEOOEEOOOEOEEOEOEOOOOOEEEEOEEEEEEEEO", "OOOEOOEOOEEOOOEOEEOEOEOOOOOEEEEOEEEEEEEEO", "OOOEOOEOOEEOOOEOEEOEOEOOOOOEEEEOEEEEEEEEO", "OOOEOOEOOEEOOOEOEEOEOEOOOOOEEEEOEEEEEEEEO", "EEEOEEOEEOOEEEOEOOEOEOEEEEEOOOOEOOOOOOOOE", "OOOEOOEOOEEOOOEOEEOEOEOOOOOEEEEOEEEEEEEEO", "OOOEOOEOOEEOOOEOEEOEOEOOOOOEEEEOEEEEEEEEO", "OOOEOOEOOEEOOOEOEEOEOEOOOOOEEEEOEEEEEEEEO", "OOOEOOEOOEEOOOEOEEOEOEOOOOOEEEEOEEEEEEEEO", "OOOEOOEOOEEOOOEOEEOEOEOOOOOEEEEOEEEEEEEEO", "OOOEOOEOOEEOOOEOEEOEOEOOOOOEEEEOEEEEEEEEO", "OOOEOOEOOEEOOOEOEEOEOEOOOOOEEEEOEEEEEEEEO", "OOOEOOEOOEEOOOEOEEOEOEOOOOOEEEEOEEEEEEEEO", "EEEOEEOEEOOEEEOEOOEOEOEEEEEOOOOEOOOOOOOOE"}		{0, 3, 0, 6, 0, 9, 0, 10, 0, 14, 0, 16, 0, 17, 0, 19, 0, 21, 0, 27, 0, 28, 0, 29, 0, 30, 0, 32, 0, 33, 0, 34, 0, 35, 0, 36, 0, 37, 0, 38, 0, 39, 1, 3, 2, 3, 4, 3, 5, 3, 7, 3, 8, 3, 11, 3, 12, 3, 13, 3, 15, 3, 18, 3, 20, 3, 22, 3, 23, 3, 24, 3, 25, 3, 26, 3, 31, 3, 40, 3}		Passed	


	{"EEOEEOOOOEOOOEOO", "EEOEEOOOOEOOOEOO", "OOEOOEEEEOEEEOEE", "EEOEEOOOOEOOOEOO", "EEOEEOOOOEOOOEOO", "OOEOOEEEEOEEEOEE", "OOEOOEEEEOEEEOEE", "OOEOOEEEEOEEEOEE", "OOEOOEEEEOEEEOEE", "EEOEEOOOOEOOOEOO", "OOEOOEEEEOEEEOEE", "OOEOOEEEEOEEEOEE", "OOEOOEEEEOEEEOEE", "EEOEEOOOOEOOOEOO", "OOEOOEEEEOEEEOEE", "OOEOOEEEEOEEEOEE"}		{0, 2, 0, 5, 0, 6, 0, 7, 0, 8, 0, 10, 0, 11, 0, 12, 0, 14, 0, 15, 1, 2, 3, 2, 4, 2, 9, 2, 13, 2}		Passed	


	{"EOEOOOOEOOOEEEEOEEEOEOEEEOEOOEOEOOEEOOOOEEOOEE", "OEOEEEEOEEEOOOOEOOOEOEOOOEOEEOEOEEOOEEEEOOEEOO", "EOEOOOOEOOOEEEEOEEEOEOEEEOEOOEOEOOEEOOOOEEOOEE", "OEOEEEEOEEEOOOOEOOOEOEOOOEOEEOEOEEOOEEEEOOEEOO", "OEOEEEEOEEEOOOOEOOOEOEOOOEOEEOEOEEOOEEEEOOEEOO", "OEOEEEEOEEEOOOOEOOOEOEOOOEOEEOEOEEOOEEEEOOEEOO", "OEOEEEEOEEEOOOOEOOOEOEOOOEOEEOEOEEOOEEEEOOEEOO", "EOEOOOOEOOOEEEEOEEEOEOEEEOEOOEOEOOEEOOOOEEOOEE", "OEOEEEEOEEEOOOOEOOOEOEOOOEOEEOEOEEOOEEEEOOEEOO", "OEOEEEEOEEEOOOOEOOOEOEOOOEOEEOEOEEOOEEEEOOEEOO", "OEOEEEEOEEEOOOOEOOOEOEOOOEOEEOEOEEOOEEEEOOEEOO", "EOEOOOOEOOOEEEEOEEEOEOEEEOEOOEOEOOEEOOOOEEOOEE", "EOEOOOOEOOOEEEEOEEEOEOEEEOEOOEOEOOEEOOOOEEOOEE", "EOEOOOOEOOOEEEEOEEEOEOEEEOEOOEOEOOEEOOOOEEOOEE", "EOEOOOOEOOOEEEEOEEEOEOEEEOEOOEOEOOEEOOOOEEOOEE", "OEOEEEEOEEEOOOOEOOOEOEOOOEOEEOEOEEOOEEEEOOEEOO", "EOEOOOOEOOOEEEEOEEEOEOEEEOEOOEOEOOEEOOOOEEOOEE", "EOEOOOOEOOOEEEEOEEEOEOEEEOEOOEOEOOEEOOOOEEOOEE", "EOEOOOOEOOOEEEEOEEEOEOEEEOEOOEOEOOEEOOOOEEOOEE", "OEOEEEEOEEEOOOOEOOOEOEOOOEOEEOEOEEOOEEEEOOEEOO", "EOEOOOOEOOOEEEEOEEEOEOEEEOEOOEOEOOEEOOOOEEOOEE", "OEOEEEEOEEEOOOOEOOOEOEOOOEOEEOEOEEOOEEEEOOEEOO", "EOEOOOOEOOOEEEEOEEEOEOEEEOEOOEOEOOEEOOOOEEOOEE", "EOEOOOOEOOOEEEEOEEEOEOEEEOEOOEOEOOEEOOOOEEOOEE", "EOEOOOOEOOOEEEEOEEEOEOEEEOEOOEOEOOEEOOOOEEOOEE", "OEOEEEEOEEEOOOOEOOOEOEOOOEOEEOEOEEOOEEEEOOEEOO", "EOEOOOOEOOOEEEEOEEEOEOEEEOEOOEOEOOEEOOOOEEOOEE", "OEOEEEEOEEEOOOOEOOOEOEOOOEOEEOEOEEOOEEEEOOEEOO", "OEOEEEEOEEEOOOOEOOOEOEOOOEOEEOEOEEOOEEEEOOEEOO", "EOEOOOOEOOOEEEEOEEEOEOEEEOEOOEOEOOEEOOOOEEOOEE", "OEOEEEEOEEEOOOOEOOOEOEOOOEOEEOEOEEOOEEEEOOEEOO", "EOEOOOOEOOOEEEEOEEEOEOEEEOEOOEOEOOEEOOOOEEOOEE", "OEOEEEEOEEEOOOOEOOOEOEOOOEOEEOEOEEOOEEEEOOEEOO", "OEOEEEEOEEEOOOOEOOOEOEOOOEOEEOEOEEOOEEEEOOEEOO", "EOEOOOOEOOOEEEEOEEEOEOEEEOEOOEOEOOEEOOOOEEOOEE", "EOEOOOOEOOOEEEEOEEEOEOEEEOEOOEOEOOEEOOOOEEOOEE", "OEOEEEEOEEEOOOOEOOOEOEOOOEOEEOEOEEOOEEEEOOEEOO", "OEOEEEEOEEEOOOOEOOOEOEOOOEOEEOEOEEOOEEEEOOEEOO", "OEOEEEEOEEEOOOOEOOOEOEOOOEOEEOEOEEOOEEEEOOEEOO", "OEOEEEEOEEEOOOOEOOOEOEOOOEOEEOEOEEOOEEEEOOEEOO", "EOEOOOOEOOOEEEEOEEEOEOEEEOEOOEOEOOEEOOOOEEOOEE", "EOEOOOOEOOOEEEEOEEEOEOEEEOEOOEOEOOEEOOOOEEOOEE", "OEOEEEEOEEEOOOOEOOOEOEOOOEOEEOEOEEOOEEEEOOEEOO", "OEOEEEEOEEEOOOOEOOOEOEOOOEOEEOEOEEOOEEEEOOEEOO", "EOEOOOOEOOOEEEEOEEEOEOEEEOEOOEOEOOEEOOOOEEOOEE", "EOEOOOOEOOOEEEEOEEEOEOEEEOEOOEOEOOEEOOOOEEOOEE"}		{0, 1, 0, 3, 0, 4, 0, 5, 0, 6, 0, 8, 0, 9, 0, 10, 0, 15, 0, 19, 0, 21, 0, 25, 0, 27, 0, 28, 0, 30, 0, 32, 0, 33, 0, 36, 0, 37, 0, 38, 0, 39, 0, 42, 0, 43, 2, 1, 7, 1, 11, 1, 12, 1, 13, 1, 14, 1, 16, 1, 17, 1, 18, 1, 20, 1, 22, 1, 23, 1, 24, 1, 26, 1, 29, 1, 31, 1, 34, 1, 35, 1, 40, 1, 41, 1, 44, 1, 45, 1}		Passed	


	{"EOEEOEE", "OEOOEOO", "EOEEOEE", "EOEEOEE", "OEOOEOO", "EOEEOEE", "EOEEOEE"}		{0, 1, 0, 4, 2, 1, 3, 1, 5, 1, 6, 1}		Passed	


	{"EOEO", "OEOE", "EOEO", "OEOE"}		{0, 1, 0, 3, 2, 1}		Passed	


	{"EEEE", "EEEE", "EEEE", "EEEE"}		{-1}		Passed	


	{"EEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEE"}		{-1}		Passed	


	{"EEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEE"}		{-1}		Passed	


	{"EEEEEEEE", "EEEEEEEE", "EEEEEEEE", "EEEEEEEE", "EEEEEEEE", "EEEEEEEE", "EEEEEEEE", "EEEEEEEE"}		{-1}		Passed	


	{"EEEEEEEEE", "EEEEEEEEE", "EEEEEEEEE", "EEEEEEEEE", "EEEEEEEEE", "EEEEEEEEE", "EEEEEEEEE", "EEEEEEEEE", "EEEEEEEEE"}		{-1}		Passed	


	{"EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE"}		{-1}		Passed	


	{"EEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEE"}		{-1}		Passed	


	{"EEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEE"}		{-1}		Passed	


	{"EEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEE", "EEEEEEEEEEEEEEEEEEEEEEEEEEEEEE"}		{-1}		Passed	


	{"EOEE", "OEOE", "EOEO", "EEOE"}		{-1}		Passed	


	{"EOO", "OEO", "OOE"}		{-1}		Passed	


	{"EEE", "EEE", "EEE"}		{-1}		Passed	


	{"EE", "EE"}		{-1}		Passed	


